JANTINA,POSKOD_R,BAYARAN ZAKAT KESELURUHAN
L,54200,11600
L,68000,34032
P,,12578.9
P,43500,177451.95
P,,56
L,59200,62000
L,,330
P,,3000
L,,260
P,43000,14872.65
P,43200,300
L,,516
P,40150,7205
L,51200,1260
P,53300,660
L,51000,840
P,53300,5200
L,54200,69600
P,68100,2220
P,68000,2543.75
P,53300,1450
L,52200,7872
L,47301,1800
L,53100,18225.13
L,43650,226
P,47800,12032.45
P,54000,1500
P,68100,850
L,68100,3250
P,54200,360
P,51000,950
L,68100,122
L,56000,247
P,60000,2000
L,51100,5000
L,43000,5400
P,,600
P,43650,5400
P,,600
P,43700,1800
P,,4332
L,56100,2000
L,55100,1440
L,52000,11710
P,40150,2400
P,68000,12000
P,68100,615
L,53100,3750
L,47620,4000
P,43200,1760
P,40160,3000
L,43300,1962
P,56100,53630.95
L,,360
P,43000,4500
L,52200,900
P,60000,840
L,51300,2400
L,53000,2400
P,43650,2400
P,47400,593
P,43000,4800
P,54200,1000
P,53100,2200
P,43200,1000
P,43000,1200
L,68100,1900
P,54200,300
P,53300,240
P,68100,8120
P,43000,1064
P,68000,900
P,43000,4002
L,68000,600
L,53300,700
P,62150,550
P,,2367.1
P,,990
P,70400,2115
P,50600,220
L,50300,770
P,68100,6000
L,62300,900
P,40150,250
P,,120
,,1914
P,50490,2340
P,47100,7500
P,47301,1000
P,17000,3375
P,52000,960
L,47190,1200
P,68000,6992.95
P,56100,816
L,47300,1000
L,56000,100
P,,220
L,68100,96
L,56000,13632.15
L,51200,5040
,,120
L,14300,120
P,56000,300
L,62500,18000
P,43300,17242.49
L,,1100
P,43000,3000
P,57100,1370
P,68100,960
L,,3600
P,50560,555
L,50300,900
P,,1350
L,,425
L,56000,2800
P,71800,3200
P,53100,2340
L,55100,11851
L,,7800
L,45600,520
L,,75
P,,840
P,47820,4500
P,47000,1530
P,43000,1650
L,50250,2400
P,56000,1400
L,43000,12000
L,43200,480
L,73000,240
P,62150,170
L,54200,3400
L,55100,1300
L,68000,2158.65
P,43000,2400
,73400,1200
P,,120
P,43800,3600
L,55100,8300
L,,2200
P,55100,2850
P,,400
P,68100,1500
P,53300,750
L,,5500
P,,144
L,,4800
P,62050,8000
L,43650,720
L,81900,460
P,54200,1220
L,,2500
L,,3900
P,52100,715
L,42300,7650
L,43650,2500
P,47300,600
P,48000,1000
L,47810,7000
L,70400,8618
L,53100,988.97
P,43000,18000
P,,2099
P,,600
,,1248.25
L,43200,630
L,47000,360
P,56000,5682
P,47150,1516
L,75200,1200
P,56000,840
L,53300,500
L,48020,3120
L,40100,74264.73
P,,120
P,50400,5680
P,68000,3200
P,55100,552
L,87030,2000
P,59200,1000
P,68100,3600
P,54000,1653.96
L,70450,2000
P,52000,600
P,43300,1800
P,87008,575.5
P,53100,1400
L,43200,4580.55
P,43000,3110
P,62502,360
L,55000,250000
L,40150,6000
L,40000,2400
L,53300,12480
L,53100,816
P,56000,9350
P,68000,4550
P,,2400
L,,240
L,43650,2000
P,55300,10500
P,,3000
,,20167.53
L,68000,1560
P,43500,1320
P,43300,1830
L,43900,1098
P,87000,360
L,56000,4200
L,54200,5000
L,62250,530
L,58100,3000
L,87000,24000
P,47300,8820
L,14120,3000
P,55100,1620
P,87000,1750
P,43200,3600
L,53300,420
L,40150,6778.71
L,52200,3000
L,,3850
L,40150,994.35
L,68000,2000
L,62250,12500
P,47410,325
,56000,8700
L,57000,1200
L,68100,1800
L,54200,878
L,76100,300
P,48000,7550
L,40400,1800
P,54200,420
P,87007,720
L,87008,7700
L,43650,1704
P,43800,780
L,,540
L,54200,1000
L,47630,28
P,68100,1500
P,43900,1626
L,43650,4000
L,56000,2000
L,,600
L,34850,1200
P,53300,300
L,68000,6500
P,43000,2750
L,57000,18700
P,62300,4065
P,50480,1500
P,87031,30000
P,62250,7260
P,,982
L,40000,29500
P,,130
P,62050,1030
L,,120
P,53100,1200
L,62500,2000
P,57000,4450
L,56000,570
L,54200,6056
L,62250,4800
L,56100,30
P,53100,6000
P,70300,6915.54
P,54200,3980
L,,50
P,,650
L,18500,480
P,58200,480
P,53100,100
P,55100,1500
L,43000,142124
L,52100,744
P,53100,1870
L,43500,7900
P,47810,1200
P,55100,11050
P,53300,3600
P,55100,715
P,68100,1024.76
L,72400,273
L,78000,120
L,53100,2600
L,43000,12659.8
P,43200,2750
P,60000,6000
P,88620,220
L,68000,2392.4
P,47800,50
L,48000,1800
L,,60
L,,28
P,43700,120
P,41200,2200
P,62000,1600
P,53100,1236
P,53300,100
P,,275
L,47810,4500
L,53300,4100
P,43000,216
L,41100,1212
P,41050,600
L,47000,6000
P,43000,6193.95
L,,1800
L,43300,946
P,18300,1000
L,68100,924
P,40160,2662
L,40000,120
L,53300,420
P,43300,430
L,46150,1200
P,52000,2000
L,53300,120
P,48301,2920
P,40400,4251.51
P,62050,8793.15
L,60000,500
L,59200,54
L,47000,240
L,47150,2580
P,52000,1450
L,55100,6000
P,50480,1660
L,43000,680
P,68000,385
L,43000,960
P,68000,815.25
P,68100,2200.08
L,58100,45403.1
P,50480,264
P,68000,330
P,54200,900
P,43650,960
L,56000,300
P,58100,2400
L,53300,1985
P,43000,720
P,43300,480
L,60000,1174
L,68000,4000
P,,240
L,68100,480
P,43000,679
P,,120
P,53900,800
P,45600,3850
P,43300,2000
L,52100,100
P,43800,2200
L,,1531.25
L,58000,1470
P,43000,2621.89
L,47810,9467.3
P,68000,36
P,43300,300
P,51000,240
,50480,1330
L,43000,1400
P,56100,58
P,43000,996
P,71450,1944
L,68100,19000
L,56000,24000
P,54200,1254
P,,120
L,51200,1200
L,47130,4402
L,91110,1152
P,56000,1824
P,56100,1000
P,87000,1100
L,41050,600
L,40400,10800
P,,1900
P,54200,540
L,87027,1898
L,42700,600
,50350,9000
P,43700,120
L,40170,36000
P,43300,8526.16
L,58100,107742.65
P,53300,483.6
P,,840
L,50490,11293.6
L,36400,2250
L,54200,1200
L,41700,720
L,43300,700
P,54200,20
L,43300,3080
L,40200,300
L,47100,3000
L,54200,250
P,53100,1200
L,,363
L,56000,3625
L,71800,600
L,57000,11400
L,54000,949
P,51200,13001
L,62250,727
L,48020,668
L,,781
L,43000,480
L,,240
P,56000,2160
P,56100,3350
L,48200,2012
P,40150,900
P,43200,800
L,33000,330
P,53100,5550
P,55100,1800
L,54000,5730
L,48200,800
P,50490,950
P,46350,260
L,68000,45
L,56100,4500
L,43650,700
P,52000,1200
P,51200,1479.03
P,52000,500
P,53300,3904
P,43200,1200
P,70450,2000
L,56100,120
P,53200,510
P,57000,1520
P,54200,1125
L,57000,350
L,93677,1110
L,87007,1500
P,,550
P,55100,1260
L,,1570
L,55100,10360.8
L,43300,1710
L,40150,5306
P,52200,1600
P,87020,2020
L,62300,3415.75
P,53100,6200
L,53300,480
P,,2200
L,48000,1200
P,43300,360
P,43000,1590
P,,12698.7
P,,1040
L,,165
P,68000,2544.85
L,48000,180
P,68000,840
L,56100,186
L,63000,71672.3
P,70400,1265
P,,600
P,62050,228
L,8000,550
L,,612
L,,120
L,52100,165
P,8700,110
P,54000,6550
L,40150,55000
L,40300,6375
P,54000,1030
P,54200,1100
L,56000,1200
P,68000,2016
P,68100,3360
P,48300,2881.97
L,75260,75
L,85000,240
P,84000,5507
P,,2160
P,48300,1740
L,40170,6000
P,25150,90
L,54200,1080
P,,600
P,55100,150
P,56000,390
L,53100,1200
P,40700,1800
L,43500,7200
P,43500,4229
L,53100,600
P,48220,996
P,51100,26
P,50300,1800
L,40400,9800
P,40000,1320
P,48000,2600
L,43650,1140
L,43000,8400
L,,884
P,54200,4201.05
P,48000,262.08
L,48000,120
P,40150,2400
L,,1560
P,,260
L,43000,130
P,56100,950
L,52000,260
P,57000,1000
L,,2200
P,,1940
L,,900
L,43300,350
L,43300,840
L,53100,7
P,50604,300
L,47800,123808.3
L,40150,3000
L,54200,1337.29
P,68100,1100
P,56100,1650
L,43300,10504
P,51000,1650
P,51000,300
L,50400,3142
L,56100,18725
L,47810,1824
P,43000,3270.64
P,59200,60
L,48000,600
L,53300,2426
L,21700,320
P,43900,1000
L,,120
P,46200,6100
L,54200,450
L,,263
P,54200,530
P,55100,13000
L,68100,2424
P,47100,3850
L,87000,1950
P,,396
P,57000,200
L,62250,220
L,,1540
P,52100,1591.1
L,87020,1640
P,87020,456
L,56100,157
P,51100,3816
P,57000,2400
L,,2040
L,,240
L,62604,600
L,68100,1030
L,68100,22634.15
P,59200,486.31
L,45300,114
P,56100,2600
L,53300,1200
P,43200,500
L,68100,3000
P,60000,2000
P,,120
P,54000,2995.25
P,,120
P,53100,1530
P,46000,2190
L,6000,3590
P,56000,7
P,47810,2400
L,,840
P,68100,5000
L,,2200
,53000,7300
L,55100,2400
L,87009,696
L,31150,980
P,48000,1650
L,48000,2500
P,43300,83800
P,43200,516
P,84800,1200
P,,744
P,62604,1800
L,26140,1800
L,,744
L,62100,2652.6
L,55100,10376.35
P,43300,2090
P,68000,1400
P,71800,960
L,70400,750
P,53300,2075
L,,1200
P,57100,420
P,55100,240
P,62050,675
L,58000,8400
P,47000,360
L,68000,620
P,53100,312
P,62200,360
L,47300,10416
P,43650,660
L,56100,380
L,53300,1500
P,60000,2750
L,47500,4800
L,,600
P,52100,8530
P,59200,1461.98
L,47410,1800
P,68000,220
L,40150,1092
,8000,206.7
,43500,600
P,5300,520
L,,585
P,43300,1000
L,87000,100
P,48000,780
L,51000,120
P,53100,1300
L,62150,1009
P,46150,396
P,68100,550
P,,372
P,43650,645
L,40300,240
L,43700,350
L,54200,3300
P,42100,25
L,43650,2200
L,,978.6
P,52200,39000
L,68000,252
L,,372
L,,1200
P,62050,668.05
L,,360
L,53100,96
P,40170,985
L,,120
L,70400,4940
L,48000,600
P,,840
L,47000,1324
L,53300,3300
P,68100,600
L,,2028
L,57000,3348.1
P,53200,1300
P,68000,1200
P,50470,1220
P,,1000
L,43000,980
L,56000,6932.25
L,53100,4061.46
P,43700,200
L,56100,220
P,47100,1037
L,81200,790
L,,840
L,43000,700
P,56000,220
L,43200,500
L,41000,1650
P,51000,100
L,50300,1000
L,52100,550
L,56000,2400
P,,2316
L,71760,3000
P,62525,200
P,56000,750
P,43400,840
L,40300,960
P,56000,6020
P,43900,600
P,55100,10968
L,62300,1152
L,51200,156
P,43200,127.5
P,40000,1620
P,56100,400
P,68100,728
P,53200,650
P,,390
L,68000,2400
L,48000,3000
P,43000,800
L,55100,200
P,50480,1872
L,47500,2000
P,52100,1000
L,43500,620
P,43300,1880
P,47100,1700
P,54000,375
L,56000,31200
P,73200,2000
L,43000,8000
P,,1200
L,53300,1770
L,50634,2000
P,98100,3000
P,47130,576
L,68000,220
L,43000,518
P,55100,600
L,50490,18000
L,76400,18000
P,68100,50
L,43300,1390
L,47300,2800
P,58100,30000
P,54200,3950
P,78000,220
P,51000,1190
P,53100,720
P,47000,6412.15
P,53100,1800
L,55100,10000
L,62050,1801.65
L,52100,2050
P,53100,2725
P,54200,2525.1
P,54200,2070
P,68100,8991
L,56100,1103.45
P,56000,960
P,60000,40000
P,53300,400
P,56100,8892.07
L,43200,1200
L,43000,210
P,43000,500
L,76400,3175
P,47800,20000
L,47810,14200
P,43000,39893.08
L,40150,7300
P,50490,6000
P,56000,3300
P,56100,900
P,43500,3300
P,58200,5007
L,53100,3000
P,55100,4000
P,46350,26700
P,47500,1800
L,68100,4000
P,,96927.15
P,55100,3500
P,50300,3000
L,56100,2150
P,48000,636.8
L,68000,12000
P,47000,2400
L,47400,43200
P,,3861
P,52100,986
P,53100,500
P,55100,3000
L,53100,3000
P,68100,1451
L,55100,700
P,53300,4854
L,55100,500
P,57000,1200
P,,1800
L,47500,500
P,48000,1110
P,52100,13348
L,53000,80400
L,51100,1350
L,43200,5500
P,40150,177
P,68100,1100
L,71010,2028
L,56000,73000
L,56000,500
P,53000,600
L,50490,5000
P,68000,2000
L,54200,1200
L,62250,1500
P,42000,1200
L,43300,1614
L,40100,63660
L,53100,7000
P,48020,1300
P,50490,4000
P,68000,2400
L,55100,500
L,60000,6000
L,53100,2446.4
L,54200,30300
L,43650,500
P,43200,6000
L,51100,6225
P,60000,8706.25
L,47301,800
L,53300,500
L,53100,275
P,54200,1000
L,50300,360
P,,18570.99
L,55100,54
P,40100,6500
L,53100,9396.85
P,56000,4000
L,43650,4650
L,60000,800
P,68000,1100
P,50400,1540
L,68100,12336
L,43000,4440
L,68000,18207.75
L,40460,90000
L,77000,9000
P,54200,1320
P,54080,600
L,40300,1200
P,43000,360
L,47820,560
L,,16559.13
L,54200,3330.22
P,47820,10800
P,43300,220
L,53300,3807.45
P,43300,17276.52
L,59100,1055
P,62250,2000
L,54200,1200
P,47810,86400
L,47301,38300
P,62300,465
P,53300,360
P,59200,1193
L,56100,6645
P,54200,240
P,54200,2750
L,68100,972
P,46000,100
P,68100,600
L,51100,3500
P,40300,2000
P,54200,3900
L,43000,3000
P,68000,1200
P,40460,650
P,47830,1200
L,,12000
L,43650,650
L,55200,1155
P,56100,810
P,59200,4833
L,52300,50
P,43000,156090.26
P,,4800
P,40000,5700
P,56000,5000
P,40000,1000
L,,50
P,47000,12000
P,68100,2000
L,62000,2860
L,43000,65746.75
P,68000,930
L,48020,3050
L,47000,180
L,43000,1000
L,53200,38877.5
P,43300,1200
P,57000,1800
P,47100,11181.31
P,70450,100
P,50460,800
L,,580.6
L,59200,971
P,,1100
L,60000,4412.7
P,68100,1600
P,40000,600
L,54200,2400
P,,12068.75
L,43000,2400
P,68000,350
,43200,330
L,62050,692.2
L,,300
L,43000,2240.4
L,47300,136
L,73100,8400
L,52000,625
P,48000,120
L,,27929.1
L,53300,3000
L,,5000
L,55100,2774
L,57100,1000
L,52100,3000
L,57000,500
P,45200,120
L,5350,93.72
P,43700,1599
P,68000,4436
L,,840
P,,360
P,,8138.65
P,,27808.6
P,1000,1488
P,60000,10
P,,25432.93
L,48000,60682.7
L,56000,20
P,,21
P,43650,550
P,81300,240
P,60000,1260
P,68000,560
P,54200,38037.75
P,62300,2000
L,53000,600
P,53300,240
L,48200,1170
L,59000,8500
L,87008,500
P,47400,240
P,43000,600
L,51100,334.2
L,43000,5340
L,51000,2550
P,56100,430
P,53100,135730.8
L,55100,842.18
L,55100,200
L,31400,1200
L,43000,450
L,43000,1800
P,59100,600
L,48000,2340
P,55100,100
P,43500,1200
L,68000,5514.7
P,,55
L,46100,1820
L,43200,6400
L,57000,588
P,87000,2700
P,50480,1000
P,,260
L,48020,2100
L,43000,2200
P,47301,3141
L,,420
P,,1536
P,40150,6257.88
P,68000,3256
L,53300,1030
P,43300,2000
P,,564
P,,2709.2
P,53000,7580
L,56000,420
L,48010,2850
P,56000,3110.95
P,62250,9500
L,68000,48000
L,55100,3400
P,60000,250
P,40160,2240
P,62250,321
L,53100,7
P,32040,1800
L,61250,1250
P,8300,360
L,,4200
P,50604,3853
L,,150
L,40000,1340
L,,240
P,70400,696
P,47810,4122.69
L,54200,300
P,51200,4000
P,,120
L,,60
P,43800,1620
L,62250,900
P,43000,2760
P,68100,2442
P,52200,9360
P,43300,240
P,62250,2000
P,43300,200
P,53200,1146
L,50480,2517
L,,85
L,53300,1000
P,62300,36
P,,150
L,,6090
L,43200,21
L,43650,12000
L,34500,240
P,11200,500
P,55100,492
P,43200,1440
P,,360
P,68100,1200
P,47130,100
L,55100,750
P,53100,360
L,68000,1400
P,68100,800
P,56000,320
P,56100,1306
P,,312
P,53300,1420
P,83200,120
L,56000,432
P,46150,1050
P,62050,5000
P,53300,290
P,,360
L,53100,1200
L,,180
,,111
P,43800,4800
P,62050,2160
L,,60
L,,720
P,54200,1000
L,47000,660
P,,3125.2
L,68100,1467
P,,600
L,57000,1000
L,42100,1100
P,,260
P,51100,5000
P,68000,1250
P,87032,1731
L,,1200
L,,2400
L,,60
P,51200,2004.75
P,,340
,62250,660
L,34000,1000
P,,700
P,60000,500
L,54200,25200
L,57100,200
L,68000,1416
P,71900,300
,54000,276
P,55200,600
P,23000,671
P,76300,600
P,47610,1197.2
L,47130,1800
L,26100,120
L,,360
L,,1800
P,,880
P,50490,400
L,68100,3650
P,34200,5120
L,43800,1005
L,55100,5700
P,52200,300
L,48020,360
P,70400,3689.7
P,53300,3600
P,,540
P,48300,2500
P,51200,2400
P,,240
L,43000,4200
P,43650,130
L,,65
P,53000,540
L,41200,150
P,,1020
P,50480,666
P,,7
,24000,2504
L,,390
L,68100,432
L,53300,850
L,55100,276
P,22000,420
L,53100,1980
P,55000,912
P,,300
P,81500,1800
L,,77.77
P,,600
L,53100,321
L,47180,18000
P,,25
P,51100,600
P,55100,696
L,47500,2400
P,55100,1440
P,53000,300
L,16150,600
P,50480,1200
L,60000,5500
L,43000,11000
L,53100,1969.31
L,,4200
P,,600
L,,737
P,,41
P,,31
L,50470,3000
P,50300,1872
L,,52000
P,55200,2019
L,52000,720
P,62250,570.48
P,83400,500
P,56000,10215
L,,852
L,71150,1800
L,62200,720
P,50300,2500
P,9000,70
P,30020,935
P,41250,660
P,50634,852
P,84000,856
P,43200,1020
P,54000,960
P,,1625
L,51000,600
L,54200,540
L,47810,2000
P,87000,1274
P,62250,1210
L,,462.95
L,52200,300
P,68000,750
L,40150,2300
P,54200,32780
L,87007,2400
L,59100,1000
P,16800,480
P,40150,1000
L,50480,17707.7
P,,4200
P,,1950
P,21100,2150
L,68000,4302
L,55100,2700
L,68000,3000
P,,520
P,,533
P,43700,770
L,43000,1080
L,87000,1300
P,43500,500
P,,520
L,43000,3063
P,87008,910
L,44300,1700
L,,364
P,68100,7662
L,43000,2000
L,43000,3194
P,,552
P,,120
L,,1600
L,47800,11000
L,43000,2500
P,51000,1000
L,68100,300
L,68000,120
P,47301,1000
L,8000,600
P,43400,3400
P,51200,480
L,85300,525
P,53300,54
P,40000,14
P,54200,1700
L,81200,650
P,,840
L,36000,672
P,,120
L,59000,500
L,32200,480
L,53100,300
L,5350,2300
P,87023,1027
,,500
P,43000,1419
P,71600,1200
L,56000,1550
L,62300,300
L,68000,1200
P,,960
P,53300,2758.35
P,52100,2000
L,51100,107.38
P,57000,4967
L,52100,5243
P,56000,1210
L,55100,2213
L,68000,5100
P,40150,300
P,57000,700
P,68000,8676
L,43200,1500
L,68000,2000
P,43650,1210
P,68100,3538
P,5300,3200
P,51000,133
P,68100,1200
L,51000,1240
L,62250,2173.2
L,50400,528
P,43500,1200
P,62250,700
L,57100,1529
L,57000,2482
P,62200,440
P,56000,3000
L,28030,120
P,53300,26518.34
P,68100,600
L,47800,500
P,54200,1500
L,51200,5000
P,,1380
L,81100,100
L,55100,56
P,53300,420
L,53100,5000
L,,650
L,43000,110
L,40150,16000
L,24000,4000
P,43650,1560
L,43800,1350
P,55100,700
L,55100,3600
P,68000,1150
L,68100,150
P,60000,1130
L,54200,6300
P,87015,5160
L,55100,2868
P,47130,2293.48
P,60000,3612
L,48020,900
P,50480,1176
P,47000,360
L,51200,1000
P,,675
P,47820,2640
L,51000,1430
P,40150,2100
P,43200,1850
P,50480,4820
L,47810,231935
L,53000,3310
L,,1080
L,40150,4800
P,,2040
L,56100,360
P,,600
L,53300,700
P,56100,2200
P,,1300
P,51100,5157
L,56000,8178
,,480
L,,778.85
P,,54
L,62250,35
P,55100,960
L,,4555
P,62050,3.6
L,87008,2700
L,57000,3114
P,51000,600
L,57100,1042.3
P,53000,1000
P,62150,4027.19
P,87000,1209
L,52000,1140
P,87032,1235
L,87000,520
P,47100,546
L,43800,1300
L,,800
P,,650
L,54200,1000
P,53300,319
P,59200,1567
L,68100,333
P,54200,3750
P,50470,1100
P,47300,2500
P,58000,3300
P,27200,551.8
P,53000,1110
L,56100,2028
L,68000,10000
P,44300,2400
L,28020,843
P,56900,1560
P,47810,30
P,8100,1500
L,,561
L,53100,21
P,47800,7300
P,43000,750
P,53100,450
P,51000,650
P,68100,240
P,54200,640
P,55100,3000
P,54200,500
P,47100,605
P,68100,850
P,50300,500
L,50490,4161
P,68100,500
,40170,768
P,55100,757.2
,56100,1847
P,43000,1056
P,87000,432
L,60000,600
P,73000,600
P,53300,1440.66
P,43200,2800
P,53300,5250
L,48700,300
L,40200,2975
P,54200,3400
L,,76461.56
L,,1200
L,47400,4229.65
L,51200,1100
L,31350,10750.5
L,43100,2000
L,20400,1200
P,87000,586
P,56100,1814
L,52000,940
L,68100,1576
P,26200,1216
L,53300,2650
P,56100,400
L,81907,1000
L,,1080
L,46150,1440
P,18000,1200
P,50300,1042
L,87007,195
L,55300,2210
L,,910
P,47830,455
P,43100,500
L,54200,440.04
P,15100,20
P,53100,950
P,83000,2716.25
P,50480,1000
P,53100,492
P,57000,540
P,57000,1250
P,68100,1300
P,87020,285
L,55100,1700
L,54200,500
P,54200,660
L,54000,2100
P,43000,960
P,47810,880
P,47100,385
P,48300,46.25
P,50460,500
P,87000,125
P,52100,900
L,43300,1500
L,62250,600
P,62250,1261.7
L,6500,500
L,,7
P,47000,4800
L,81200,9900
P,52109,350
P,,990
L,53100,3128
P,50480,1220
P,51000,1200
L,52200,1000
P,,520
L,68000,2100
P,55100,598
