JANTINA,POSKOD_R,BAYARAN ZAKAT KESELURUHAN
L,58200,28
L,68100,240
P,68100,250
L,51200,6000
L,68100,240
P,43000,5848
P,43000,260
L,47800,12000
P,68000,15
L,47301,5000
L,54000,170
L,62300,1100
P,52000,650
P,47000,200
P,53300,13490
P,43650,480
P,86200,456
L,54200,2000
P,47810,1100
L,55300,4000
P,70200,3000
L,55100,6474
P,43900,1100
P,54000,140
L,,14437.5
L,43200,2990
P,48000,468
P,53300,1180
P,47100,500
P,53300,3300
L,62500,781.1
L,75260,200
P,48000,2100
L,59000,100
P,68000,25
L,,31000
L,71770,650
P,54200,360
L,68100,41692.1
L,68000,1200
P,68100,500
P,54000,1000
L,47300,20000
L,40400,2000
P,48000,450
L,42300,3000
L,,600
P,40200,696
P,68100,200
L,47150,765
L,43100,22682.55
L,62300,420
L,47100,38400
P,43200,1000
P,57000,152
P,48000,300
L,43650,7760
P,43000,300
P,40150,1650
L,68100,2776.44
P,43200,10500
P,53000,1000
P,87008,564
P,53200,23000
L,71450,4000
,52000,5073.75
L,43000,2600
L,68100,1700
L,8000,300
L,54200,13000
P,62300,650
L,68100,11100
P,50300,1800
P,43300,120
P,46400,5000
L,55100,3750
P,40130,330
L,43650,440
L,47301,15000
L,,22800
L,62150,4800
L,53100,1000
P,53000,1350
P,53300,5850
L,43200,800
L,68000,1180
P,59000,1500
L,52000,450
L,53300,8030
P,43500,2400
L,54200,2750
P,68000,2000
L,62250,2000
L,63000,2980
P,59200,4675
L,68100,300
P,43000,6150
L,53000,300
P,43200,2100
P,62250,2000
L,47100,500
P,40000,1800
L,43000,4000
P,60000,1000
L,43300,6215
P,43300,1400
P,55100,780
L,47600,29180
L,68100,860
L,54200,52000
P,47810,8300
P,52100,1000
P,60000,840
P,51000,618
P,68100,3250
L,52200,54607.8
P,59000,2541.5
P,53300,420
P,57000,612
P,43300,720
L,57000,12000
L,63000,1200
L,43000,1440
L,56000,20886
L,53300,6000
L,43300,3255
L,43000,3000
L,55100,2969.95
P,56000,1922
P,54200,2360
L,43200,1000
P,62300,1200
P,,1543.5
L,40150,600
P,42100,5409.44
L,53000,100
P,43000,1630
L,50634,120
P,51000,9624.36
P,68100,23000
L,54200,7510
L,54200,5000
P,62300,514
P,51100,1900
L,68000,900
P,,993
P,43000,5350
P,43900,3500
L,60000,35384
P,43300,1200
L,57000,1750
L,43650,2000
L,48200,2506
L,87000,4710
P,68000,3600
L,54200,56000
P,57000,350
L,52100,6150
L,40160,4000
P,57100,416
L,43000,5640
L,48000,10000
L,43200,2000
L,43000,2000
P,68100,720
L,43650,2177.01
L,43500,14300
P,56000,120
P,56000,1250
P,,600
P,50480,2555.25
P,53100,1560
L,68100,4000
L,54200,54
P,54200,6000
P,59200,1200
L,57000,2631
P,59200,16120
L,43000,1200
P,59200,288
L,93350,28050
L,47000,50
L,53200,400
P,68000,946
P,35400,880
P,56100,2090
P,47830,455
P,60000,2208
P,68100,2235
L,59000,500
P,68000,260
L,56000,1207.12
P,43100,600
P,52100,264
P,68100,1450
L,46000,600
L,68000,7490.65
P,13800,52
P,56000,1800
L,50460,17050
L,56100,30000
P,41100,958.2
P,47150,2000
P,56000,3300
P,75200,364
P,,1650
L,47620,5280
L,35900,2014
P,43000,1250
P,68000,1000
P,51200,1650
P,43300,2400
L,55100,370
L,43200,1972
L,62300,420
P,56100,240
P,43650,3600
P,,1100
P,43000,1480
L,,13000
P,55100,1000
L,17500,960
P,,936
L,55100,150
L,43000,2265.75
P,43650,1200
P,47000,240
L,56000,2200
L,56100,400
P,47830,616
P,62150,1733.33
P,53100,3150
L,43100,1800
L,53300,24007
P,47000,6000
L,53100,125
P,53300,57801.13
P,43000,2750
P,53300,6240
L,,360
P,71700,2400
P,47500,160
L,40150,11800
P,42700,324
L,68100,317.86
,48020,528
P,40150,220
L,47810,500
P,,1100
L,55100,570
L,54200,654
L,62250,12000
L,47820,29500
L,34900,720
L,68000,120
P,62150,780
L,25200,621
P,43300,10000
L,,10500
L,47000,6210
P,47600,1050
L,58200,2250
P,47100,16000
P,,31328.17
L,40000,30516.84
P,53300,363
P,53300,1510
L,68000,9756
P,53100,120
L,56100,6000
P,68000,80
L,43300,150
L,47820,1400
L,53100,10074
L,50480,500
P,55100,2500
L,50490,3000
L,43200,10400
P,47410,850
P,43300,3900
L,56000,480
L,47100,2186.2
L,73000,360
P,42100,390
P,43100,330
P,47500,480
L,43500,18000
L,68000,18006
P,55100,20500
P,43000,720
L,53000,1000
P,43200,1150
L,53100,1280
L,56000,1200
P,,12000
P,60000,1250
P,43000,120
P,,1360
L,50560,4800
P,,720
P,68100,576
P,68000,330
L,68000,7500
P,41200,6600
L,9700,204
P,53300,115
P,59200,1220
L,53000,390
P,42610,1200
L,57000,1440
P,54300,9808.75
P,62100,8280
P,43650,200
L,50300,2000
P,47410,45078.2
P,59200,11000
L,40150,15700
P,,12000
L,43200,960
P,58200,3122
P,43100,504
L,55100,1500
P,54200,490
P,47000,480
P,85000,1200
L,56100,11232
P,51100,1708
P,,3225.6
L,47100,1500
P,43200,10400
L,42300,10634
P,46000,1300
P,43300,2600
P,48300,1800
L,53300,3000
P,40150,1920
P,68000,550
P,43100,120
P,11920,250
P,43200,360
P,59100,9540
P,54200,360
P,56100,2954.4
P,68100,600
L,68100,300
L,43000,27950
P,40470,9596.77
P,43000,205.2
L,47610,9000
P,68000,4600
P,,2700
P,43650,2750
L,,840
L,51200,2400
L,47180,7920
L,,11253.02
P,43200,8280
L,50480,65000
L,47100,260
L,68000,2280
L,43000,1560
L,68000,4800
L,,2500
L,51200,16800
P,68000,1800
P,51100,3736
P,51200,943
L,43650,2148
L,53100,1791
P,55100,7505.8
L,43300,2880
P,47300,9600
P,,480
L,68100,1780
P,43000,1600
L,50490,4007
L,70450,8400
P,68000,7000
,47301,6000
P,34000,210
P,43650,12054
L,68100,450
P,59200,1800
L,40470,3470
P,62150,2340
P,56100,1200
P,43000,2400
L,40400,1100
L,70100,221.04
P,68000,1500
L,62150,1300
L,,600
,40150,330
L,,4800
L,40150,7200
P,68100,540
P,68000,1060
L,53300,3000
L,,27815.65
P,62250,850
L,43900,24552
L,53300,8325
L,52200,1714
L,,120
L,52000,247
L,51200,10000
L,41200,12000
L,43800,1200
L,47130,5700
P,60000,27607
P,42300,4006
L,,685
L,34000,1600
P,,2650
L,59200,6000
P,56000,520
L,43000,8561.55
P,43000,2400
L,,612.6
P,47100,600
L,54200,480
P,68000,1050
P,48020,2600
L,60250,1200
P,68100,13680
L,43650,3225
P,53100,36000
L,43000,22000
P,53300,60
L,14120,110
L,50300,24000
P,47110,3240
P,47000,1700
P,,600
L,68000,24000
P,43900,1200
P,43000,7.2
L,50460,4800
L,52200,400
L,57100,9600
L,54000,3600
L,32100,38400
L,57100,650
P,57100,1600
P,53100,900
L,43000,1330
L,50480,38200
,50480,60
P,68000,2892
L,40150,1000
P,54200,929.88
L,,3600
P,83000,2640
L,68000,12720
P,68100,1200
L,57000,2640
L,54200,1550
P,50480,400
P,47100,3460.6
L,68000,1464
L,54200,400
L,41200,520
L,41000,240
,55100,6600
P,55000,240
P,47100,2400
,54200,1037.42
L,68000,1350
P,56100,5820
P,,1440
P,40000,25943.5
P,43300,1155
L,43650,2160
L,68000,8
P,50480,100
P,,8199.4
P,53100,3930
L,68100,420
P,43900,1650
P,57100,1035
L,43000,5000
L,55100,33600
P,48050,650
P,43000,1100
P,40000,5421
P,,19658.95
P,54200,7200
L,53100,3540
P,,2868
P,58200,600
L,,600
P,68000,4000
P,,1111.32
P,43000,3300
L,40150,26000
L,87022,120
P,52200,1000
P,43000,680
L,62250,2670
L,68100,3500
P,68000,3772
L,59100,500
L,34800,480
P,54200,300
P,43000,1200
L,40150,29305.2
P,60000,3000
P,53100,2000
P,47150,2730
L,68100,1512
P,68000,1200
P,68100,650
P,48000,2434.35
L,60000,2600
P,14000,910
P,68100,240
L,50490,4810
L,,1800
P,53100,936
P,62250,385
L,54200,354
P,47100,21585
L,47100,6600
P,56000,1328.4
P,55100,19700
L,,60
P,62300,310
P,47810,168
L,87008,910
L,51100,16953.35
L,57000,300
P,43000,600
P,62300,350
P,68000,425
L,47000,600
L,47820,2000
P,42000,3600
L,47650,40333.2
P,,2750
P,43000,1200
L,68100,6000
P,50300,160
L,62250,800
L,71500,1200
P,40000,1440
L,35950,7000
L,51200,5400
P,68000,1200
P,43000,150
P,,1500
L,51200,3300
P,54200,300
L,68100,1560
L,58200,300
L,48020,910
P,68000,300
P,53100,3000
L,43500,5700
L,68000,3500
P,43300,1900
L,68100,385
L,17600,120
P,53100,984
L,53100,480
,46000,16500
P,43300,2400
P,68100,4200
L,54200,440
P,62300,120
L,68100,1790.15
P,57100,848
L,68100,8400
L,57000,6500
L,53300,2400
P,47120,4200
P,53100,3360
P,43200,3950
P,43200,620
P,68100,1100
P,43650,5616
L,43500,2400
P,51200,3240
L,62050,940
P,53100,3430
L,40170,195
P,68100,11050
P,43300,600
L,81800,810.45
L,62250,800
L,43000,4800
L,,38954
L,43000,44000
L,51000,9819
P,53300,300
P,43000,360
L,,200
L,,1980
L,43300,1524
L,53300,32397.2
P,46000,875
P,68000,384
L,54200,250
L,51000,240
L,52200,770
L,52100,1100
P,68000,11
L,43900,2454
P,60000,410
L,56100,1500
P,30020,108
P,43000,5900
P,68000,333
L,43000,3000
P,54200,453.96
L,17000,514
P,47800,1164
P,,156
L,73000,456
P,54200,660
L,48000,990
L,,2585
L,43900,12000
L,43300,12531
L,43500,49827
L,68000,2841
L,53100,550
P,87000,4053
P,58100,1133.4
L,43700,3600
P,58200,6348.55
P,62250,482
L,40000,396
P,53300,1200
P,56100,1800
L,43650,600
L,48000,3214.93
P,,829.3
L,55200,3000
,51000,1100
P,,360
P,68100,3340
P,43000,660
L,53300,4800
P,47810,3500
P,56100,600
L,71050,253
P,62502,800
P,53300,1920
P,50490,30000
L,68100,6000
L,62150,240
P,40150,180
L,68000,600
P,83000,520
L,50300,1440
P,43000,2406
L,43000,1000
P,48000,2000
L,55100,2400
L,43300,8000
L,53300,43384.9
P,68000,650
P,50470,1200
L,68100,5000
L,53300,130
P,62592,840
P,56100,360
P,51100,1200
L,48000,3300
P,43000,684
P,56100,360
L,40000,4500
P,62514,836
P,53300,500
P,60000,53200
L,51000,525
P,53300,6000
P,43300,1080
L,54200,2400
L,87000,1580
P,40150,36000
P,12100,180
P,54200,180
P,50300,938.1
P,50300,720
L,,440
P,56000,227
P,68000,6000
P,40000,700
P,68100,20
P,54200,19669
L,68000,8200
P,,5231.72
P,,240
L,54200,120
P,,3022.3
P,55100,2650
P,42700,1300
P,68000,7100
L,47100,1800
L,50300,756
P,68100,120
P,62250,310
P,,360
,68100,2400
P,45150,1920
L,,588
L,25150,600
L,43900,3000
P,53300,380
L,43300,1040
P,21700,8566.8
P,51200,6000
L,43200,2400
L,68000,2976.1
P,87100,960
P,62250,110
P,48000,2200
P,50480,550
L,62250,3461
P,40150,26000
L,47000,10231.1
L,68100,4728
P,56100,1800
L,58200,12024.9
L,68100,1500
P,53300,1950
L,62300,1500
L,87007,715
P,51000,2600
L,40160,1100
P,68100,550
L,21200,84
L,51200,500
P,87000,3600
P,56100,500
L,,70
L,54200,5000
P,13300,372
P,6750,84
L,87020,888
L,43000,4200
L,,5
P,47100,2400
P,,50
L,,550
P,56100,590
P,53300,960
L,40100,1330
P,54200,891
P,55100,156
L,68000,600
L,47830,1650
L,47830,1100
P,47400,3250
L,51200,35000
P,41000,140
P,63000,240
L,,880
,43300,300
L,53300,253
P,59200,10194.45
P,53100,1440
P,68000,1000
P,56000,5400
L,,9648
P,50400,1800
P,43300,480
P,55100,480
L,68000,1320
P,56000,1000
P,87000,190
L,43900,1320
L,55100,1200
L,68000,468
P,56100,900
P,56000,4200
L,81200,4500
L,40000,3828
P,62200,473
P,47500,400
P,54200,600
L,68100,1100
P,43600,1044
L,53100,840
P,,550
L,50300,3472.5
L,53100,39300
L,6300,120
L,47120,1584
L,54200,4422
P,31000,300
P,55100,720
L,47301,24000
P,53300,390
L,,1950
L,52200,5500
P,68100,672
P,58200,93000
P,44300,669
L,55100,1200
L,32040,840
P,,600
P,46400,612
P,47100,8
P,,17259.25
P,68000,1014
P,47810,120
P,,420
L,,1000
P,41000,2871
L,47190,4800
L,54000,100
P,52100,120
L,62300,3000
L,11010,600
P,51100,1100
P,71100,240
L,81300,1800
P,62500,60
P,54000,240
L,43000,5595.25
L,45010,427.35
L,87000,600
P,68100,7525
L,23000,500
P,54200,220
L,43300,1300
P,36000,2400
P,68000,4400
P,53300,600
P,62250,7500
L,,240
L,,2550
L,59200,2500
L,,1000
L,71800,2400
L,55100,480
P,50300,4890
P,57100,550
L,59100,1050
P,,2700
P,68000,444
P,53100,34732
P,43000,2600
P,54200,363
P,42000,980
L,,80
P,43000,1100
P,47301,9
P,,3000
P,43650,390
P,,600
L,43000,750
P,26400,840
L,56100,4625
L,62300,264
,40170,1055.55
P,26400,63
P,60000,602
P,,240
P,47300,6500
L,,240
L,53100,7500
P,68000,17892.56
L,43950,800
L,68100,10000
L,47810,3410
P,43300,1180
L,60000,60000
P,53300,2346
P,87000,704.6
P,70300,2220.1
L,43900,1850
P,50480,30000
P,54200,1200
P,56000,868.56
P,56100,696
L,57000,40
P,56100,330
P,53300,156
L,40150,360.75
P,60000,500
P,26400,336
P,68100,1890
P,42500,8000
L,68000,1401
P,68000,390
L,,360
L,46000,2040
P,55100,50
P,59200,200
P,68000,2075.2
P,50450,600
P,43300,800
P,43650,1000
P,43000,1200
L,56000,1040
P,47100,595
P,47610,1560
L,54200,3800
P,47000,60.13
P,68000,360
L,54000,1150
L,58100,7550
L,31400,516
P,40150,50000
P,81700,396
P,51000,805
L,58000,7100
P,,6684.15
P,57000,1490
P,43000,320
L,47600,4900
P,62150,1620
P,43300,600
P,55100,780
L,62300,700
P,58100,360
P,51000,220
P,55100,348
P,,222
P,43800,400
P,6000,360
P,56000,420
P,,1200
P,54200,600
L,47650,1788
L,47810,6500
L,,1200
L,47301,2800
P,54200,2050
P,57000,2520
L,43000,876
L,54200,250
L,56000,450
L,8100,288
L,,600
P,43620,220
P,40150,600
L,52100,5407.75
P,54200,760
L,62300,3550
L,51000,1700
L,,11443
P,62250,1320
L,54200,2400
P,43000,300
L,,1200
P,54200,60
P,53300,884
L,68000,582
L,62604,240
P,48000,5800
P,43300,3300
L,,360
L,41200,5000
L,47820,480
P,53300,11965.54
L,,7200
L,43000,600
L,36600,180
L,53100,720
P,68100,2300
P,53100,24000
L,28050,400
L,,15
P,,2400
L,43000,360
P,50450,1200
L,,1740
L,48020,1920
P,47000,621
L,75450,640
P,55100,9442.2
L,48000,1404
L,68000,1200
P,58200,360
L,48020,1100
L,68000,1000
P,54200,8450
P,54200,240
L,54200,390
P,,2068
L,56000,15000
L,48300,1000
P,54200,24700
P,50400,10672.8
P,,1400
P,,504
P,,2803.6
L,55100,140
P,5450,240
P,50300,1200
L,47300,40000
L,68000,2400
P,53300,650
P,87000,142
P,68100,1856
L,43100,6600
L,,550
P,47810,12000
P,51100,680
P,44300,1800
L,68100,2945
L,56100,1200
L,43000,1875.6
L,62300,1750
P,59200,272
L,40100,6000
L,43300,600
L,,4200
P,57000,290
L,52100,10601.7
L,54200,6197
P,47630,9600
P,50490,4750.4
P,,253
L,47180,100
P,48000,1100
L,43300,1246
P,,8400
L,62500,1750
P,53300,6000
P,,45000
P,59200,9156
P,59100,31000
P,68000,2000
L,53100,1500
P,43100,500
P,60000,7326.95
P,47620,4780
P,50300,300
P,43000,850
P,62604,1000
P,43000,638
P,52100,1225
P,68100,7694
P,55100,4990
P,43200,8400
L,68000,173519.3
P,43200,10300
P,56000,3535
L,47000,100
L,56100,50000
P,68100,2000
P,59200,800
L,43000,15223
P,57100,733
L,50490,2000
P,43300,4400
L,56000,1200
L,50300,2000
P,47301,1100
L,45180,5050
P,83000,5780
P,47100,76000
L,68100,5000
L,62250,6740
P,52200,29316.5
P,43200,1380
L,,1000
L,68000,28
L,53300,6030
L,43200,840
L,47600,18000
L,43000,35394.4
L,59200,1500
L,53300,5000
P,60000,4500
L,43000,45950.2
L,47400,1881
L,53200,8250
P,57100,6000
P,50762,670
L,43200,5450
L,,1100
P,68100,1500
L,68000,14700
L,,4000
L,68000,250
L,56000,1008
L,46200,29000
P,47400,300
P,59000,18060
P,53100,6300
L,47190,4900
L,43000,480
L,51200,1600
P,43300,4077
P,57100,450
L,43300,850
L,58100,200
L,43900,2581.2
L,53100,9500
P,41200,16883.3
L,50300,480
L,43000,20800
P,40150,442.3
P,53000,8551
P,,600
P,56000,37800
P,68100,120
L,60000,19431
P,56000,5575
L,52000,160
P,68100,210
P,54200,1160
P,62150,400
P,68100,240
L,50490,100
L,48020,2400
P,87058,550
L,43000,2110
L,57000,4000
L,43000,1300
P,54000,300
P,68000,600
L,51100,13600
P,55300,600
P,47300,24000
P,68000,360
P,46000,5000
P,43300,14000
P,,3740
P,68000,7500
P,43200,1200
L,56100,1210
L,87007,3000
P,47301,17473.2
P,43300,360
L,48020,1800
P,56100,800
P,,500
P,53100,18000
P,50400,130
L,68000,492
P,43000,3650
L,40150,420
L,47500,5750
L,81900,100
L,43000,2400
L,50300,240
P,62000,80
P,50490,500
L,,360
P,40000,396
P,43200,2400
P,,1105
,55100,7860
P,53100,4330
P,43650,9300
P,47100,4000
L,47600,6000
P,68000,3000
L,54200,46200
P,47301,2500
L,75400,2400
P,53100,1800
L,50230,1320
L,54300,240.3
P,68100,500
L,60000,7000
P,62300,2040
L,40150,62
,57000,10500
L,47300,85000
L,52000,2500
P,51000,1450
P,51000,2500
P,55100,813
L,50490,50
L,,495
P,,200
L,53300,16880
P,54200,1720
L,50300,875
L,68000,400
L,43200,1922.5
L,47830,1800
P,40150,6720
P,,432
L,54200,1200
P,43000,330
P,,30
P,43200,3254
L,43500,10000
P,68000,900
P,,36000
P,54200,6105
L,50626,1650
L,54200,923
L,62250,2600
L,,1100
P,,615
P,,24
L,68000,11292.76
L,87000,1110
L,43000,40950.2
P,54000,1000
L,60000,7372.5
P,13100,516
P,42500,1000
L,62250,100
P,,1888.35
L,53300,900
L,60000,4125
L,28300,60
P,43650,140
L,48000,2200
L,47130,300
L,68100,800
P,47800,20000
L,55100,720
L,40160,1075
L,62150,200
L,71770,1200
P,53000,754
L,43650,1050
P,43000,2100
P,54200,5000
P,68100,2200
P,,240
L,8400,317.7
L,,240
L,57000,530.5
P,40150,7300
P,40150,4750
L,86000,1200
P,68000,1200
L,62250,6850
P,60000,2053.3
L,56000,180
L,87000,500
L,,120
P,43000,2500
L,87000,650
L,,1300
,,120
L,50634,840
P,40150,11000
L,70400,996
L,40200,1110
P,,2400
P,55100,4800
L,52100,500
L,46050,4700
P,56000,1050
L,,650
L,,60
P,68100,600
L,,2400
L,87000,24507.05
L,56000,4000
L,,5000
L,48000,4680
L,,264
L,68000,720
P,62300,385
L,,660
P,53300,252
P,86400,84
L,53100,1200
L,,25807.15
L,,3400
P,50480,9500
P,51000,250
L,62150,500
P,85070,136.44
L,81200,1200
P,,360
P,59200,2900
L,43200,225
P,68100,2028
P,43800,495
P,63000,1000
L,,2400
P,51000,1100
L,,360
L,54000,2082
L,,105
P,68000,3097.2
L,56000,240
L,51000,33610.5
P,68000,4374.35
P,87008,444
L,87000,1404
P,,988
L,,1650
L,,300
L,50634,252
L,,130
P,40200,2000
P,87008,390
L,,60
P,47810,330
L,62050,120000
P,56000,55403.05
P,68000,3194
P,31350,550
L,53300,2000
P,87008,193.2
P,87000,1735
P,47100,1200
P,40150,300
P,51100,7
P,84160,240
P,47400,6800
L,,520
L,43800,2650
L,62100,1200
L,60000,2085
P,54000,4200
P,47810,1800
P,45800,1200
L,47120,700
P,50420,6053.46
P,43300,565
P,68100,600
L,59200,1996.43
L,54200,2427.9
P,35600,300
P,43000,1767.52
P,43000,1413.25
P,53300,5850
P,55100,29150
L,,50
L,50634,960
L,,324
L,59200,600
L,43000,440
P,43650,2000
P,62300,1400
P,68000,420
P,,542
P,14310,2000
L,,1200
P,43300,2400
L,,1800
P,47100,500
L,43300,600
L,22000,240
P,56100,2697.31
P,54200,955
P,50480,960
P,,1860
P,60000,50
L,46750,972
L,,600
P,40150,2491.05
L,51000,710
P,43200,2400
P,62250,756
L,43900,540
P,51000,2400
L,62250,250
P,62050,240
P,87000,1300
L,43300,444
P,62050,1506
L,52200,5800
P,50300,1350
L,68000,420
L,43000,1200
P,32000,391.25
P,53100,660
L,68100,5000
L,87019,1950
L,,3640
P,53100,240
L,59200,2700
P,62150,1000
P,,120
L,59200,6000
P,53300,1650
L,59200,10
P,43300,600
L,87000,240
L,,1200
L,47810,90
L,50300,492
L,62250,2535
L,54200,625
P,53300,1470
,,130
P,57000,900
L,52000,200
P,53100,30900.79
P,,300
L,62300,2400
P,68100,3468.43
P,53300,8000
P,43200,5000
L,58100,600
L,50609,1525
P,55100,552
L,48710,3814
L,54200,60
P,68000,5650
P,68000,2400
L,46100,7800
L,71950,1200
P,43000,2550
P,41200,1200
P,81200,600
L,68100,54
L,40150,1125
L,52100,490
L,,30000
P,40000,3252.5
P,53300,240
L,47810,6100
L,53300,750
P,,840
L,,1950
L,87000,300
L,89507,250
P,53100,720
L,47620,1200
L,54200,2050
L,68000,600
P,,1650
P,50300,3532
L,42700,2001.66
P,47180,27387
P,51200,360
L,57000,120
L,48000,255.05
L,43000,21150
L,,120
L,47600,2233.77
P,48000,2500
,56000,1100
P,43000,2957.93
P,23100,800
P,62050,3600
L,53100,1200
P,81110,255
L,43700,2028
P,51100,427
L,43000,2000
L,,273
L,,18000
L,54200,7
L,43650,3831
L,59000,360
P,53000,500
L,87000,3200
P,40150,10700.08
L,,600
P,88450,100
P,43300,4238.3
P,57100,1800
L,51000,336
L,,1300
P,87000,390
L,40160,4761.75
,,2352
P,68000,4560.74
P,54200,600
L,73470,716.3
P,,350
L,62300,953.2
L,53100,1000
L,51000,1599.95
L,87020,635.16
P,57000,6183
L,43000,1100
L,46150,8400
P,40400,450
P,59200,108
L,51200,3250
L,47300,34800
L,26500,480
L,41000,1560
P,,1800
P,53300,300
L,50634,1200
P,50480,360
L,34200,312
L,53300,2400
L,53000,915
L,52000,890
L,,770
L,43500,1763
P,68100,1350
L,,448
P,,715
P,56000,2475.6
L,47100,409
L,,3500
L,27660,60
L,53000,2760
P,68000,50
L,53100,2076
P,53300,360
P,56100,700
L,47301,1650
P,50300,1711.6
P,43000,2400
L,,1920
P,,888
P,53000,8474.5
P,51200,4500
L,40150,3820
,88817,600
L,62250,6800
L,36100,4800
L,53000,5670
L,62200,266
P,51200,100
L,68000,4540.1
P,59200,1500
L,53200,1200
L,40150,600
L,47300,5000
L,45800,43
P,57000,2200
P,54200,100
P,53300,1032.9
L,53100,1000
P,87013,936
P,53100,2074.5
P,51200,3800
L,52100,382
L,54200,56216
L,53000,595
P,57100,1839.6
L,,100
L,55100,2000
L,53300,832
P,,2400
P,56000,1000
P,87000,9981
P,43500,600
P,,840
P,51000,2500
P,55100,350
L,57000,2000
L,,600
P,52000,940
L,41050,480
L,,526
L,51100,1950
P,53100,924
L,87000,595
L,43300,1375
P,43200,1200
P,52000,1100
L,46000,6
L,87000,2130
L,68100,2040
P,60000,1505
P,52100,2245
P,53300,450
L,,18000
P,87000,1040
L,43500,2040
P,,220
P,56000,720
P,43000,540
P,,663
P,71700,880
P,56000,800
L,41050,500
P,,1812
L,28000,395.15
P,62300,480
P,,240
L,55100,13000
P,47810,2400
L,71800,1625.22
P,52000,50
P,55100,499.2
P,,7854
L,47810,1350
P,48200,180
P,70400,3600
L,68100,35
P,52000,264
P,68100,355.6
P,68000,700
P,53300,4500
P,47301,7.2
L,43200,910
L,68100,2050
P,68000,880
L,54200,600
L,53300,200
P,57100,400
P,68000,450
P,47820,605
L,,1548.2
L,53000,600
P,43300,823.8
L,,528
P,59200,1410
L,32200,1000
P,68100,2005
L,62150,1000
P,55300,1129.35
L,55100,1638
L,,36000
P,54200,4000
L,54200,600
P,43650,108
L,,100
,40200,159
L,55200,774
L,54200,1330
P,59100,19500
L,32800,21
P,42300,660
P,53100,3645
L,,1428
P,47301,1468
L,56000,360
L,42000,1293
L,50300,160
L,,56
P,48050,294
P,59200,70
L,43000,13000
P,62050,632.25
L,2700,720
L,53100,1200
P,57000,1200
L,62000,2675
L,58200,4016
P,50490,118134.25
P,47000,720
,42100,6000
P,68800,2200
P,2600,455
L,84000,240
P,47000,400
L,,6000
P,62250,840
P,53300,500
L,62050,1840
L,57000,990
L,57000,3500
P,68000,390
L,68000,760
P,62150,1320
L,43300,630
P,83400,4500
P,54000,800
L,87018,338
L,50410,384
L,68100,100
P,53300,2600
P,50470,5000
P,86400,495
L,54100,2500
P,43800,360
L,58100,1722.95
L,68100,1270
L,68000,50
P,54200,600
L,68000,1350
L,56100,975
L,87009,2496
,68100,395
P,,2000
P,56100,1100
L,62250,1070
L,52200,600
L,34350,9600
P,62050,1300
L,53300,3000
L,68000,1566
P,56000,600
P,53200,360
P,56000,400
P,55200,402
P,62250,1230
P,43300,300
,56100,650
P,53300,280
,,41648.99
L,53100,2200
L,40150,500
L,56000,30
L,43650,600
L,43300,1300
P,53100,300
P,43000,1565
P,56000,2502
L,43100,9151.22
P,54200,160
P,54200,240
L,40100,6862.64
L,,2770
L,43600,1301.3
L,47610,2200
P,54200,480
L,,1200
P,40300,12.6
P,54200,341
P,55100,60
L,,700
P,62300,107
P,43000,1000
L,53100,780
P,62200,854
L,50400,900
L,87000,1324
L,62250,879
P,62050,1520
L,56000,4000
P,43000,1173
P,68000,19665.75
L,,10320
P,53000,1100
P,43650,708.84
P,35000,739.73
P,52100,1770
P,47000,266
P,,720
P,40150,2717.95
L,87000,540
P,52000,500
P,62630,520
L,53100,2400
L,87007,300
P,,200
L,57000,1650
P,51100,1200
P,87000,445
P,43000,880
P,62300,120
L,43000,1100
P,55100,1000
P,,577.5
P,43200,122
L,54200,876
P,21100,360
L,62150,962
P,57100,240
P,68100,400
P,56100,100
P,47830,984
L,68000,700
L,62300,600
P,43650,1900
L,47830,766
P,62200,1535
P,68000,2000
P,58200,120
P,30010,100
P,62200,680
L,47800,54
L,50470,300
L,,9600
L,54200,898
L,62604,1200
L,,710
P,54200,2750
P,53200,1000
P,53100,360
P,51000,1600
L,46000,180
P,62300,2172
L,53100,601
P,60000,300
P,43000,2420
P,52200,1450
P,58200,660
L,87000,500
P,31350,1160
P,51200,24
P,56000,54
P,62300,1650
P,34000,1283.05
P,43300,525.18
P,68000,5690
L,16200,650
P,55100,1008
P,87000,50
L,41250,2000
P,52000,550
L,68000,1650
P,48300,732
L,43000,600
P,,871
L,59200,50
L,54200,1200
P,60000,7
L,62300,1705
P,53300,10
L,42610,1500
L,59000,4571
L,51200,240
P,43300,1080
L,,8771.85
L,47620,1200
P,68000,2400
P,47100,667.95
P,53100,4900
P,58000,1200
L,43000,487.39
,71300,1140
P,52000,30
L,53100,1710
L,47100,1290
L,16100,2400
P,42610,250
P,,1250
P,55100,428.4
L,10150,600
P,43100,820
P,43000,2000
P,35900,2400
L,62250,6921
P,43300,2050
L,47180,1000
L,48300,1200
P,59200,240
P,60000,3700
L,68100,6600
P,43000,1080
L,,5000
L,48300,7250
,62250,1200
P,52000,1270
P,52100,600
L,43000,50
P,53300,600
L,57100,600
P,68100,975
P,63000,3850
P,62250,960
,56000,1670
L,47100,60
,50480,2400
L,60000,400
P,54200,145
L,35700,360
L,43000,3400
P,56100,120
P,62250,840
P,68000,150
P,54200,876
L,58000,2732.8
L,62250,3000
P,54200,400
L,47810,2760
L,47400,1983
L,53100,1800
L,43300,3000
P,54200,240
P,54200,3287
L,68100,468
P,47600,1181.95
L,54200,500
,81250,1050
