JANTINA,POSKOD_R,BAYARAN ZAKAT KESELURUHAN
L,51000,2450
P,,300
L,43000,190
P,43300,8798.05
P,,459
P,63000,1000
P,46000,12480
L,51000,1200
P,50480,792.8
P,54200,252
L,,333
L,,100
,,175
P,,338
P,53100,2000
P,,13543.95
L,40170,134163.2
P,,220
P,16210,960
P,,18000
L,,480
P,68100,2600
L,56100,6200
L,68000,100
P,47120,4776.1
L,68100,1650
P,51100,330
P,54000,612
P,53100,280
P,68000,257
L,68100,2950
P,,5887.5
P,70300,260
L,62300,900
L,47000,1200
L,42300,750
L,55100,2000
L,62250,528
L,43650,8200
P,,120
L,24000,500
P,68000,1110
P,,234
P,,1380
P,47500,350
P,,280
L,68100,470
L,25150,480
L,87000,2400
P,50450,950
P,51000,3000
P,68000,8016
P,87000,624
L,68000,54
P,43000,650
L,62250,300
P,68100,4800
P,,360
L,43950,700
L,50480,5200
L,50634,90
L,,600
P,,1650
L,70200,480
,,110
P,56000,1200
,,7700
L,68000,1950
P,,308
L,,20
P,68000,3000
P,71700,689
P,,9500
P,42100,1800
L,43500,510
L,,420
P,,803
L,30100,100
P,62000,219
L,32040,261
L,55100,480
P,,542.1
L,57000,280
L,42200,528
P,,4161.7
L,44300,1400
L,43000,2937
L,47830,1036
P,,325
P,76450,182.89
P,53100,1678
L,53100,500
P,47800,2400
P,87008,1756
L,47000,4439.39
P,43720,2150
P,43000,5500
L,,41250
P,,3172
L,62250,2000
P,56100,3900
L,47820,1305
P,62150,27
L,,1150
P,56000,960
P,51000,533
L,32040,70
P,68000,4750
P,53300,1330
L,56100,937
L,48000,1000
P,57000,500
L,50330,1200
L,53300,1130
P,56000,500
L,,45
P,,720
L,78300,400
L,71010,1300
L,,480
L,,2721.55
L,50634,4500
L,48050,45
L,76300,630
L,68100,1100
P,56100,7050
L,51200,2250
P,,900
L,,120
P,47000,1350
P,70450,1300
P,68100,420
L,8000,405
L,42009,990
P,62300,780
P,43300,280
P,87000,50
L,71700,1072
P,75450,1950
L,55100,18
P,68000,855.5
L,50634,840
P,53300,840
P,68000,615
L,56000,90
P,34800,235
L,56100,220
P,58200,1600
P,85300,412
L,87000,2000
P,,904.5
P,56000,5900
L,48000,425
L,60000,1190
P,54000,500
L,55100,654
P,,240
L,47000,1500
L,62050,100
L,56100,43
P,43000,3100
L,47400,5000
P,68000,6000
P,8100,2770
P,53100,1776
P,68000,16729.99
P,54200,700
L,68100,1070
L,54200,750
P,43000,350
P,55100,4651
L,43000,1000
P,55100,20
P,47000,1173
P,50460,1134.28
L,52200,600
P,68000,270
P,11900,594
P,,656
L,43200,1125
P,68000,73
L,53000,1300
P,60000,70
P,35910,550
L,83000,5680.98
L,52100,5000
P,87017,3714
L,43650,5200
P,68000,47500
L,87008,1040
L,47000,1500
L,86000,315
L,58200,5000
L,47810,5186.8
P,40000,50
L,51000,420
P,56000,120
P,54000,415.25
P,56000,2850
P,84002,691
P,,120
L,50450,500
L,48050,3400
P,43700,1050
P,53000,2700
L,43200,450
L,50490,12000
P,53100,539
L,59200,1220
P,43700,584
P,53000,100
L,48300,2550
P,57000,270
L,56000,1020.75
P,56000,1300
P,84000,273
P,53100,5585
L,52200,700
L,40150,1287
P,68000,2550
P,53000,950
L,43000,960
L,,114
P,91000,580
P,,770
L,68100,2100
L,87021,1236
P,43000,1116
P,53300,200
P,41100,551
L,70450,650
L,43100,1500
L,50460,342
P,57100,23
P,47810,270
L,54200,5000
L,48020,372
P,56000,1287
P,68000,1146
P,,2600
L,62250,550
P,68000,810
L,53300,1035.4
P,43500,430
L,53000,38
P,55100,3241
P,53300,592
P,,2200
P,,1560
L,55100,560
L,43000,28
P,40460,144
L,43200,1500
L,47301,22100
P,59100,260
L,51000,220
L,54200,700
L,54200,7
P,43300,800
L,59200,1000
P,47100,1000
P,54250,8400
L,87028,588
L,43100,150
P,53100,300
L,47000,1500
P,47500,550
L,62150,490
P,62604,462
L,54200,4000
P,41200,600
P,53300,300
P,,220
P,50480,600
L,50470,1500
L,56000,437.63
P,43900,1428
L,50672,858
P,56100,182
L,87000,276
P,43300,2100
L,77300,21
P,36400,500
,58000,1200
L,,150
,,3751
L,68100,200
P,56000,1205
P,53300,700
L,53300,1219
L,47810,5500
L,43300,1500
P,68100,1576
L,47810,500
L,60000,5000
P,48050,740
L,62250,400
L,68100,1000
P,54200,1320
L,,264
P,40150,500
P,53300,479
P,53300,1364
L,47100,911
P,68000,300
,53300,500
L,54200,600
P,,700
L,,390
P,62300,949
L,54200,600
P,68000,1402.8
P,70400,758
P,68100,10545
P,68100,3000
P,13100,1950
L,68000,3000
L,68100,3000
L,15000,1200
P,48300,40
P,54200,100
,68000,2525
,56100,835
P,43000,1367
L,54000,600
,81110,980.37
L,68100,1850
L,62300,2000
P,52000,630
L,68000,351
P,43000,600
P,62050,500
P,62250,390
P,43000,260
P,55100,3500
P,68100,2055
L,56100,1850
L,55200,324
L,46150,300
P,,120
L,76300,780
P,81200,739.5
P,53100,473
P,43200,392
P,50088,250
L,47180,3000
P,43650,1379.75
L,56000,2740
L,40000,71.86
,56000,450
P,43200,752
L,52200,600
L,47820,1851
L,87000,120
L,87000,383
P,57000,390
,54200,363
L,68000,790
L,43000,793
L,56000,2587.4
P,68000,245
L,54200,1021
P,41050,600
P,87027,240
P,20050,325
L,47830,610
P,51000,338
P,40000,2077.7
L,40150,800
P,,665
L,47301,1650
P,43000,220
P,43000,400
P,,720
P,54200,2690
L,68100,890
P,43200,1000
,43650,120
P,62300,1000
P,43000,1306.4
P,17600,246.75
L,57000,549
P,86400,1727.45
L,,949
L,40150,5600
P,57000,700
L,26500,480
L,47100,4000
P,47300,1023
P,43000,1738.25
L,46000,600
P,,1080
L,47800,600
P,,910
L,56100,1232
P,41200,50
L,83000,506
L,62150,793
P,53100,1050
P,62250,609.7
,81550,937.95
,,650
L,53100,1200
P,50480,4000
L,,272.5
P,56000,1417.8
L,52000,170
L,43650,640
P,53100,910
L,68000,140
P,43100,500
P,47810,840
P,35900,54
P,46150,260
P,53300,580.3
L,47630,4400
L,,240
L,68000,5000
L,50480,850.9
L,,750
L,70400,1020
L,68000,860
L,75250,840
P,72000,1200
P,55100,600
P,59200,2842
L,48300,2750
P,43300,50
L,76300,3512
L,47830,700
P,68000,2740
P,5450,650
L,16800,2850
P,53300,200
L,62250,1191
P,62050,18
P,68100,896
L,56100,3000
L,62604,312
P,68000,60
L,53000,60
P,58200,48.6
P,56000,49
P,56000,1500
P,47000,1500
L,68000,500
P,43650,1596
P,87000,352
L,41050,59580.62
P,68100,300
P,8000,425
P,63000,1.8
P,32040,221
P,47500,351.23
P,68100,218
P,51000,520
P,,1000
P,85300,600
P,87000,946
P,87000,120
P,,491.4
L,68100,907.75
L,43650,440
P,84600,734.43
P,87000,200
P,,570
L,54000,552.5
L,68100,812
P,57000,1500
P,55300,50
L,33700,80
P,43650,7200
P,50300,450
P,56000,2000
L,68000,30000
L,54200,920
L,,31143.3
P,53300,7
P,87000,11
P,43300,1450
P,25200,7
L,60000,5000
L,6000,272.1
P,11600,300
P,56000,1725
P,87000,840
L,50460,81
L,56000,35
P,62000,300
P,54090,1199.4
L,62604,1157
L,1000,712.3
P,62300,13
P,58200,210
P,68000,430
P,51100,1140
L,56100,650
P,48020,1000
P,68100,233
P,56100,2000
P,68100,600
L,53300,3450
L,68100,250
P,43000,1067
P,,60
L,5330,230
L,53300,60
P,58200,1850
L,81300,1520
L,56000,2400
L,8000,180
P,47100,1295
L,68100,270
L,50300,500
L,43300,100
L,48300,600
P,56000,400
P,47820,1752.55
L,76400,235
L,60000,400
P,41200,424
L,43900,300
P,68100,650
P,47810,1300
L,57000,1358
,68000,1268
L,43300,558
P,68000,100
P,41300,360
L,87000,5159
L,68100,3000
P,,650
L,6000,400
L,55100,50
,53100,1500
P,56000,600
L,43200,2368.8
P,53300,653.5
P,81000,1500
P,62300,1200
L,43900,3600
P,53300,898
L,68100,200
L,43200,720
L,53300,980
L,40170,2400
P,40150,120
P,55100,493.9
L,51600,650
L,53000,240
P,47810,1375
P,56000,77
P,11900,4150
,53300,735
P,43000,435.65
P,43000,108
L,56000,1250
P,51200,840
L,56100,1725
P,62250,4000
P,62518,300
L,62050,645
P,47810,462
P,28300,400
P,52200,1081
L,86000,3247.73
P,26400,291.8
L,62300,300
L,43200,1845
L,81300,421
L,47400,626.61
L,87000,550
P,31200,111
P,87000,100
P,78000,514
L,,700
P,68000,500
P,50088,214.87
L,36600,520
P,56000,180
L,26300,1262.18
L,42300,1210
L,,800
P,87016,702
L,31150,1500
P,53300,2250
L,21200,200
P,62300,50
P,50634,1000
L,62150,200
P,43200,1200
L,84000,600
P,62150,600
,48010,777
L,34300,862
L,,200
P,43500,874.5
L,68000,200
L,40150,2200
L,53300,1325
L,33000,600
P,53100,6480
L,62200,166
P,26100,867.47
L,,4000
L,43300,63
P,47100,450
L,62300,790
L,68000,2400
,40400,52
P,68100,700
P,56000,2007.5
L,18500,25
P,56000,1510.1
L,47500,500
P,53000,2000
P,,140
P,44010,378
P,40000,254.5
L,,550
P,41000,2300
L,33400,70
P,40170,1011.39
L,53100,4000
,56100,1162
P,75350,800
L,21400,3622
P,40150,500
P,43650,450
P,62150,517.89
P,68000,20
,47000,3350
L,62250,25
L,,900
L,87000,355
P,40820,850
L,57000,750
P,42610,1110
P,78000,350
L,50460,624
P,43200,9
L,21080,100
L,35820,875
P,57000,500
P,,250
L,54200,500
P,43300,2950
P,81800,1780
P,56000,2709.6
P,,1300
L,57000,400
L,43000,7150
L,42200,550
L,83000,530
L,43200,880
L,32600,715
P,51200,433
P,40150,1197.2
L,56000,500
L,59200,1706.79
L,41200,54
L,75350,1298.55
P,24300,775
P,62300,412
L,68100,3150.3
P,43500,551.14
P,68100,2162.07
L,43900,911.5
L,54000,600
L,43200,600
P,47000,202
L,47150,256.15
L,53300,2251.25
L,47180,5400
L,47301,860
P,53100,3500
P,62050,492
P,68000,499.91
P,,1080
L,62200,1500
P,43000,753.62
P,52200,945
L,,900
L,52100,600
L,24000,4000
L,60000,414
P,47820,252
,60000,167
L,36000,392
L,43000,750
L,54200,350
L,43300,300
P,63000,1125
P,70400,354
L,57000,300
L,53300,3905
P,52000,1.8
P,43000,1145
P,54200,521
L,21400,14
L,47000,60
L,53300,300
L,75450,200
P,62250,1197.33
L,54000,1350
P,68000,350
P,57000,4844
L,16150,174
,54200,474
P,,50
P,43300,4
,53100,259
L,43900,162
,48000,1200
L,51200,1410
L,57000,286.92
L,62200,810
L,48300,10600
L,68000,1300
,43500,50
L,51100,2000
P,43200,2500
,81200,438
P,56100,1034.25
,62250,1812
,17000,850
L,68100,610
,56100,1100
L,43900,40
P,54200,2
P,40200,288
L,58100,2000
L,56000,1300
L,87000,140
P,87008,140
P,62250,30.8
,87000,36
L,62300,500
L,51000,14000
P,43000,1600
P,68100,270
,52000,1000
P,62250,258
L,43500,18
P,53100,640
L,51000,256
P,43300,32.4
P,11600,60
P,47100,50
P,56000,140
L,68000,100
P,,217
P,34950,135.48
P,44200,55
P,96000,50
L,40300,45
L,16150,36
P,1000,180
L,,4800
P,81800,32
P,89007,405.3
L,96000,54
L,11900,195
P,73000,10.8
L,55100,35
P,34600,1100
,53300,100
L,43300,200
L,68100,500
L,,150
L,43100,375
L,43000,1020
,,225
P,53300,200
P,56100,54
L,68000,500
P,43100,766.4
P,53100,54
P,43200,120
L,,300
P,81300,420
P,47000,9
L,43300,300
P,87008,384
P,53100,140
P,,188
P,54000,157.5
,54200,5000
P,81300,54
P,43000,63
P,86000,40
L,43000,35
P,40000,36
P,41250,500
L,42610,1700
P,48020,710
P,68100,297
L,43900,50
P,58100,300
P,62300,42
P,52000,14452
P,31300,11
P,53300,20
L,62050,28
P,54200,72
L,59200,30
P,62300,1000
P,70450,75
L,54200,25
L,45000,2
L,46000,700
P,34600,818
P,43000,4
P,10150,100
P,54200,50
P,40300,50
,87000,10
P,43900,199.8
L,68100,32.5
P,68000,256.2
L,68100,12.6
L,43000,600
L,68000,250
L,51000,50
P,47110,340
L,62502,54
L,50480,4988.25
L,77300,1025
L,57000,150
L,,125
L,53000,1650
L,16150,14
P,41250,7
P,71050,6.5
L,68100,14
P,58100,60
L,68000,14
L,62250,1161
L,56100,7
L,86700,10
L,45000,14
P,51000,653
L,35500,850
P,40000,93
L,40150,14
L,47650,3000
L,44300,42
L,34350,7
P,47100,800
,,7
L,54100,99
P,1000,6
L,45000,10
P,54200,50
L,43000,249
L,68000,21
P,59200,100
L,53100,7
L,62250,50
L,62250,42
L,54200,42
L,40000,10
P,47830,173
P,87000,240
P,78000,13
L,62150,145.34
L,53100,3005
L,43200,750
P,43300,2800
L,87000,250
L,43300,10
L,6100,9
L,87000,1000
L,53100,5300
L,51000,14
L,28700,21
L,54200,21
P,59200,36
L,26140,200
P,26070,260
L,41200,7
P,40100,50
L,53300,1020
P,53300,2000
P,87017,275
L,63200,1000
P,43300,75
P,68000,410
L,5000,400
L,,360
L,53300,430.5
L,42610,55
L,75350,1.8
,68000,27
L,53100,56
P,54200,2000
L,22200,2700
P,47620,10
P,43300,1350
P,48020,1335
L,,480
L,,50
P,68000,500
L,52100,132
L,53300,450
P,43000,28.09
P,48300,945.83
P,56000,42
P,56000,514
P,93050,200
L,43900,1950
L,62050,2300
P,53000,1600
L,12800,1572
L,56000,910
L,55100,3093
L,50350,938.08
P,87027,2400
L,,1200
P,54200,320
,53100,672
P,48000,95
P,53100,332
L,55000,370
,43300,2503.05
P,52000,1300
L,26060,2637
P,47650,10
P,43200,50
P,47000,2000
L,47301,3431.24
L,21000,16881.5
P,71800,585
L,54200,7350
P,43650,550
P,47100,2000
P,43100,400
L,50634,422
P,59200,1500
L,43650,1560
P,51200,1300
L,43300,37.1
L,46667,100
P,47000,800
L,68000,2400
P,44010,455
L,55100,661
L,68100,256
P,60000,1500
,43200,4040
P,31150,20
P,40170,3000
,51200,500
L,43100,10000
P,76300,280
P,53300,1657.35
P,47000,100
P,60000,490
L,71950,1600
P,62500,28
P,52200,6
,30020,1500
P,43000,2700
L,43650,5800
P,43650,780
P,56000,355
L,,20
P,52100,2198.1
L,62504,1300
P,47830,1053.7
L,68000,1100
,48020,552
,62250,900
P,68100,300
L,53300,165
P,46150,140
,51200,550
L,47150,600
P,62300,26
P,68100,80
P,52100,3664
P,62250,13
L,42610,2200
L,62200,14
P,57100,1712
P,59200,1000
L,68100,4800
L,68100,120
L,41000,76.66
L,68100,571
L,40160,1572
P,70300,1640
L,47100,750
L,51100,1500
P,87009,1008
P,50490,2400
L,50480,65
L,43900,1300
L,62250,1000
L,43900,2050
P,62300,300
,17700,530
L,44100,500
L,40150,779
P,56000,900
P,68000,1000
L,42610,300
P,52100,700
L,62250,850
L,87000,600
L,52100,3000
P,55100,250
L,56000,700
P,,6565
L,63000,958.35
P,68000,885
L,43200,2500
P,40000,571.56
L,62500,128
P,55100,640
L,53300,1250
L,16600,1350
L,87000,1150
L,87008,12
L,30020,410.34
,,125
P,40300,40
P,77000,3000
L,53100,1101
L,53300,600
P,62300,2400
P,59200,550
L,53000,504
P,52100,600
P,60000,2500
L,48020,14
L,68000,1608
L,62150,2500
P,71800,10000
P,32610,2000
P,47500,500
L,87022,3350
P,56000,194
,56100,510
P,,418.2
L,40460,410
P,62250,390
L,53300,90
P,43650,7000
L,87008,1060
L,6000,80
P,47000,658
P,,120
P,62250,604
P,43500,420
L,54200,1330
P,,2000
P,50480,36000
L,53000,160
P,56000,130
P,47000,4375
P,50300,200
L,43000,380
P,43200,300
,43000,4389.55
P,65050,8
P,70300,1200
L,53100,20
L,47620,205
P,52000,572
L,41250,160
L,68000,6215.04
P,53300,330
P,21200,410
L,,324
P,87027,1200
L,,63
L,40150,10000
P,,1044
L,43200,340
P,47100,822
P,54200,960
P,68100,19300
L,,18
P,62250,1232
L,40150,7116
L,13700,781
P,51000,730
L,52100,700
L,47810,10000
L,68100,800
L,50490,70200
L,70450,4500
P,68000,1950
L,68000,540
P,68000,650
P,55100,522.88
P,51200,250
P,,600
P,40160,200
P,43300,250
L,68000,800
P,68000,120
L,8200,900
P,,300
P,51000,720
P,,8253.35
P,14200,52.5
P,68000,1440
L,,7200
L,,7033
P,43300,3500
L,43000,7860
L,40150,8000
P,62150,500
L,71700,1404
L,56100,1350
P,,130
P,57000,1630
P,51000,404
L,,1058
P,60000,3500
L,47000,1100
L,40150,7000
L,50490,16750
P,,280
P,50490,10000
P,55100,322
L,26400,600
L,51200,848.31
L,54000,3500
L,68100,300
L,40300,300
L,54100,550
L,53300,949
L,51200,755
P,59100,3250
L,60000,1300
L,47400,23875
L,54200,2500
L,68100,2500
P,53300,440
L,53100,3710
L,43300,35000
L,,451
L,52100,300
L,56000,4500
L,42300,1975
L,51200,600
L,54200,270
L,50490,7000
L,,4400
L,60000,5100
L,40150,3305.55
P,55000,240
L,46150,740
P,68100,2745
P,68000,4200
L,28000,500
P,55100,574
L,40150,1120
P,78000,936
L,,871
P,43300,1431
P,43200,22400
L,54200,165
L,47630,935
L,50480,6000
P,47500,12459
L,48000,471
L,56000,11325
P,47300,4187
L,48200,15910
L,,240
P,53000,440
L,51200,600
P,46200,28760
L,21080,180
L,47000,180
P,53300,840
L,47100,3000
P,43000,550
L,47300,700
P,47830,5983.45
P,48300,1516
P,76400,1000
P,53100,340
P,93050,10000
P,43200,3640
L,71800,100
P,68100,234
L,70300,1200
L,43500,906
P,68100,1300
L,62150,130
,,1026
P,68100,40
L,68100,730
L,,20
L,68000,612
P,43650,13000
L,62250,827
L,40400,6210
P,53300,2000
L,54000,1900
L,43200,84066.2
L,60000,2904
L,40160,6625
P,40160,8880
P,62300,1200
P,53100,7399
L,36000,330
L,54200,770
P,46000,1342
L,72120,90
P,,1300
L,43000,2504.95
P,43000,913
L,40100,21333.75
L,48200,39000
P,,3150
P,62500,812
P,,2750
P,,4200
P,43300,728
P,59200,630
L,53100,8155
P,43900,400
P,40000,732
L,43300,600
P,51100,6400
P,46150,150
P,84800,360
L,47170,7800
L,43900,2500
L,41050,700
L,48050,1800
L,51200,800
P,43800,700
L,56000,3500
P,40300,588
P,57100,120
P,52200,8177
P,68100,650
P,46000,3912
L,50480,9137
P,56100,9600
P,68000,300
L,,1320
P,68100,1004
L,68100,2000
P,47500,5000
P,68100,14184
,,550
P,68000,5000
L,68100,1600
P,68000,9000
P,46000,15600
L,,220
L,54200,550
P,57000,9016
L,40100,3600
L,,220
L,76450,1013
P,47410,11956
P,43650,600
,,140
P,47000,1800
P,54000,1250
P,54200,4200
L,,550
L,52000,1500
L,54200,200
P,51100,689
P,47810,500
L,43500,763
P,54200,1000
L,62250,350
P,54200,550
P,46400,8740
L,52200,600
P,53000,600
P,57000,1500
P,59100,13689
P,70300,150
P,48000,3400
P,,200
P,,300
L,47600,53000
L,43300,400
P,62050,980
L,43200,39816
P,54200,6200
P,43300,9000
L,,5400.9
L,56000,100
P,41200,135
L,56000,1120
P,41200,700
L,,30000
P,60000,1000
P,47500,60000
P,43650,2980
P,47400,2050
L,56000,732.2
L,52100,24715.25
P,40460,1500
L,47600,1666
L,,648
P,47300,7000
L,87017,463
P,56000,980
L,68000,27091.16
P,55100,2400
P,68100,2225
P,56100,1200
L,47000,1000
P,46350,24552
L,55100,324
L,51200,800
L,48000,12500
P,56100,660
L,40150,26400
L,,799
L,68000,627.45
P,53300,1007
P,48000,600
L,68100,6000
,68100,8400
L,68100,1066
L,58200,1000
P,43300,1402
P,47301,9500
P,,650
P,56100,13800
L,53100,16000
L,53100,2400
P,,1650
L,54200,2669.65
P,59200,360
P,,2088
L,68000,600
L,57000,400
P,52000,240
L,53100,36000
L,47400,4252.95
P,54200,1200
L,59100,24500
L,47100,550
L,68100,300
L,68000,1160
P,43300,840
P,60000,161
P,47810,1800
P,,120
L,48000,1000
L,,900
P,47000,500
L,42300,1900
P,48100,2500
L,,3844
P,57100,3184
P,55000,750
P,52100,6000
L,43200,2475
P,68100,2210
L,,3600
L,57000,15000
P,62250,460
P,50490,6000
P,68100,325
L,51100,500
P,60000,5500
L,56000,4350
L,53100,3000
P,68000,1280
P,68000,3600
P,50470,1000
P,46350,49000
P,55100,534
L,53100,600
L,68000,1451
P,,273
L,43000,3000
P,9108,1200
L,43000,7097.9
L,,5224
L,53300,5000
,48000,3720
L,71750,480
L,54200,35000
L,47500,10000
L,60000,15000
L,62150,1000
P,50490,14250
L,51000,3901
P,62150,1200
L,40150,39000
L,40150,8680
P,62150,5473.4
P,61800,1440
P,87008,1391
L,68000,6000
P,68100,312
L,50480,1824
P,50300,15000
P,42200,600
L,40160,2750
L,43300,5000
P,,2100
P,43000,50
P,,2400
P,34200,682
L,40150,80
P,68000,1027
P,55000,117
P,,10386
L,47200,2405
P,50300,400
P,56000,1000
P,56100,2400
P,68000,1072
L,,78.3
L,53000,675
L,71800,1100
L,43000,1600
P,52100,2250
L,53100,1100
L,68100,54
L,40000,660
L,43650,52600
L,68000,559
L,68100,1300
P,,390
L,,1400
L,54000,9000
P,54200,540
L,43300,2893
L,,110
L,68100,6000
L,52100,1200
L,53100,696
P,50490,51927
P,53300,108
L,54200,3340
L,,4800
P,54000,252
P,,520
L,54200,700
L,43000,1500
P,,240
L,53100,238
L,50480,2000
L,71900,300
L,48300,9600
L,59200,3800
P,59200,1400
P,,1320
P,43200,1950
L,43200,757
P,68100,3308
P,51200,636
L,43200,50
L,,7060
L,82000,472.2
L,48000,240
P,62300,640
L,47100,490
P,68100,1200
P,51000,766
L,53300,900
L,40100,11000
L,,207
P,51000,210
L,43000,16500
P,43000,2332
P,60000,5450
L,51000,2465
L,,240
P,,948
P,87018,5100
L,48300,21602.24
P,62000,3344.5
L,43300,5700
L,,110
P,,600
L,51200,1200
P,68100,264
P,59200,780
P,43300,888
P,53300,700
P,40000,1878.7
P,62300,1200
P,,4363
L,47630,21600
P,,276
P,47800,5600
P,50460,492
P,40150,5723.5
P,62250,1030
L,25150,1200
P,43500,1770.01
P,43650,500
P,50480,1600
L,54000,990
P,62502,480
P,53100,360
L,68000,360
L,50400,10400
L,54200,2500
P,56000,961.6
P,68100,740
P,43300,2000
P,52100,680
L,70400,1200
P,59200,2603.6
L,43000,385
L,6800,3300
P,54200,660
P,43500,2556
L,47810,4240.15
P,43900,3110
P,43100,390
L,47620,5000
L,55100,450
L,53000,15700
L,48020,10800
P,31200,720
P,55100,480
L,43200,26520
P,43200,960
L,,3300
P,42300,400
L,56000,14000
L,48020,1300
P,54200,2400
L,68100,160
L,50634,20000
P,52100,300
P,40150,13573
L,41200,8500
P,53100,100
L,60000,10000
P,60000,9230
P,62300,1540
P,,600
P,,910
L,57000,2040
P,68100,1524
P,56000,2930
L,60000,2700
L,,4800
L,68000,12000
P,76100,360
L,68000,240
P,55000,12000
L,43000,2966
L,43000,660
L,48010,600
L,47100,1200
P,52200,5200
L,43900,2000
P,,416
L,31550,540
P,62300,1105
L,53300,150
L,,5958.2
P,52000,44000
P,68000,13800
L,45010,8400
L,68000,12670
P,48000,360
P,40470,5223.87
L,68100,14776
P,56000,2400
L,48000,500
L,68100,220
L,87020,9946
L,53300,517
P,53300,35000
L,68100,3600
P,68000,600
L,43650,2520
L,40160,972
L,40200,100
L,47000,600
P,42700,780
L,68000,3000
L,40150,500
L,43000,4424.4
P,68000,2355
L,40000,6000
P,48100,2340
L,40000,6400
P,,480
L,47180,12000
P,54200,4000
P,43000,1080
L,43200,4418
L,,160
L,53100,180
P,43000,1380
L,50100,2000
L,53100,2400
L,47100,6000
L,55100,100
P,43650,9500
L,53100,2350
L,43000,200
L,68000,6682
L,63000,5750
L,68100,9875.65
P,62502,330
L,50350,680
L,41200,132
P,,130
P,47810,11100
L,43900,2500
P,55100,400
P,40150,42229
P,68000,840
P,87007,2740
P,53100,528
L,53000,1250
L,25180,1744.11
P,53300,4550
L,57000,9100
P,40100,1250
L,62250,15000
P,55100,626.01
P,43900,22410.5
P,54200,5180
L,40150,66800
P,54200,6200
L,47830,1725
P,68100,4340
P,40000,8700
L,46000,737.35
L,,1349.4
P,57100,110
L,48000,3000
L,58200,1440
L,43000,5000
L,32040,207
P,54200,300
L,68000,650
L,54200,660
L,59000,220
P,56000,2100
P,47100,10324
L,56000,60000
L,68000,3000
L,68100,20000
P,53300,381.11
P,68000,20000
L,68000,9600
L,43600,600
P,68000,12912.46
P,52200,1400
L,68100,4720
P,50400,600
P,55100,20
L,68000,11000
L,52100,1120
P,48300,6275
P,62250,7340
P,43000,600
L,62100,2500
P,43000,2760
L,,19500
L,50300,3000
L,43000,7420
L,68000,2770.5
L,47000,2933
L,54200,2400
P,43700,523
P,59200,18900
P,53300,4000
P,56000,600
P,54000,18360
P,68000,1948
P,68100,650
L,60000,2500
L,43650,2600
P,53100,110
P,,3120
P,43000,3500
L,68100,720
L,55200,100
P,40150,3240
P,35900,327.6
P,47000,15
P,53100,6000
P,54000,240
P,54000,1200
P,56000,200
P,53100,1050
P,,560
P,68000,480
P,71450,300
L,53100,6000
P,5350,960
P,47810,600
P,43200,16015.3
P,81100,10000
P,54000,3150
L,40150,82441.7
L,59200,1440
P,68000,2000
L,42700,1678.44
L,43500,342
L,,7000
L,51100,130
P,53000,31035.55
L,48200,1870
P,43300,5500
L,,7993.1
P,43200,5100
L,47000,5000
P,47100,1500
P,47500,470
P,,997.7
P,53200,2800
L,34000,412
P,57100,2600
P,68000,1306.5
P,68100,1440
P,43650,7200
L,68100,5840
L,83000,900
L,43100,960
L,50100,50880
P,53300,1700
L,43800,3758
P,53100,360
P,46000,756
P,54200,2816.75
L,34000,1000
P,68000,2200
L,53100,1950
L,43000,1000
P,47100,1001
P,68000,7205
P,53100,1600
L,53100,3600
L,33000,247
P,43300,920
L,40000,18000
L,53300,1018.4
L,53100,1430
L,,520
P,,930
P,48000,13336
L,,540
L,56000,3153
P,48020,2750
L,62000,19200
P,62604,4247
P,43000,2400
L,51200,5500
P,43650,3500
P,,130
L,,9350
L,47810,1400
L,42700,550
P,56000,3399
L,,3600
P,56000,4900
P,,650
P,54200,2400
P,68000,15900
P,43000,2000
P,40150,15084
L,,900
L,53100,352
L,43200,936
P,55100,4000
L,56000,1600
P,43300,840
P,43300,240
L,43200,1250
L,60000,5460
L,50480,390
P,70300,100
P,43000,1000
P,68000,5000
,,3280.15
L,68000,38550
L,40150,35360
P,,1210
L,62300,2500
P,43650,650
P,68100,660
P,60000,3000
P,53100,2000
P,55100,700
P,51200,1200
P,43200,4800
P,,260
L,71300,1600
P,53100,3204
L,87000,1075
L,48000,272.91
L,43200,376.23
P,,240
L,68100,550
P,43000,2600
L,43500,1500
L,43800,7800
P,6700,100
P,40150,800
P,47000,32417.55
P,68000,2772
P,40150,50000
L,54200,35000
P,56100,252
L,,2050
L,53000,500
L,47300,1100
L,87000,1000
L,54000,200
L,52100,2500
L,43300,1350
P,46350,25500
P,43500,9743.8
L,40150,840
,42100,600
L,36400,8500
P,46300,10628
L,,1572
L,68000,2132
P,53000,2050
L,47300,372
P,53100,1000
L,,585
P,,3900
L,40150,1950
P,56000,976
L,56000,2000
L,71800,3150
P,53300,1246
P,,711.23
L,87000,37400
L,60000,8000
L,,1800
L,48000,2600
P,60000,2340
L,43500,4400
P,,396
L,43500,225
L,,540
L,87000,11000
P,47500,1700
L,87000,1000
L,40150,1600
L,53300,14613
L,59100,2698
P,,13000
L,32610,90
P,89760,240
L,,130
P,55000,672
L,47620,1650
P,68000,1100
L,68000,5200
L,,220
L,54200,3600
P,68100,264
P,56000,2800
L,43200,4000
P,56000,150
L,71900,720
L,57000,180
L,48050,485
L,5060,3000
L,43500,880
L,58200,2
L,,295.9
P,53300,350
L,,270
,,585
L,40300,12000
L,52200,3333
P,54200,1209
L,68100,16216.45
P,56000,652
L,43300,600
